Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Multiplatform
10671,Shanghai: True Valor,PS,1998,Puzzle,Activision,0.01,0.01,0,0,0.02,0
10672,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02,0
10673,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02,0
10674,Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0,0,0.02,0,0.02,0
10675,Pony Luv,DS,2008,Simulation,GSP,0.02,0,0,0,0.02,0
10676,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0,0,0.02,0,0.02,0
10677,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0,0,0.02,0,0.02,0
10678,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,0
10679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10680,Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02,0
10681,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,0
10682,Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,0
10683,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0,0,0.02,0,0.02,0
10684,Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,0
10685,Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02,0
10686,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0,0,0.02,0,0.02,0
10687,Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,0
10688,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0,0,0,0.02,0
10689,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02,0
10690,Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0,0,0.02,0
10691,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,0.02,0,0.02,0
10692,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02,0
10693,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02,0
10694,Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0,0,0.02,0,0.02,0
10695,Wangan Midnight Portable,PSP,2007,Racing,Genki,0,0,0.02,0,0.02,0
10696,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10697,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,0.02,0,0.02,0
10698,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,0
10699,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02,0
10700,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02,0
10701,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,0
10702,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02,0
10703,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,0.02,0,0,0.02,0
10704,Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0,0.02,0
10705,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02,0
10706,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,0
10707,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,0
10708,Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02,0
10709,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,0
10710,Cross Treasures,DS,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02,0
10711,Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0.01,0,0,0.02,0
10712,Silent Bomber,PS,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02,0
10713,Samurai & Dragons,PSV,2012,Action,Sega,0,0,0.02,0,0.02,0
10714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02,0
10715,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,0
10716,TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,0
10717,Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0,0,0.02,0,0.02,0
10718,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0,0,0.02,0,0.02,0
10719,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,0.02,0,0.02,0
10720,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10721,Invizimals: The Resistance,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0.02,0,0,0.02,0
10722,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,0
10723,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0,0,0.02,0,0.02,0
10724,Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0,0,0,0.02,0
10725,Code R,SAT,1998,Adventure,Quintet,0,0,0.02,0,0.02,0
10726,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,0
10727,Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02,0
10728,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,0
10729,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10730,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0,0.02,0,0,0.02,0
10731,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,0
10732,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10733,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,0
10734,Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02,0
10735,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10736,Prehistorik Man,GBA,2001,Platform,THQ,0.01,0.01,0,0,0.02,0
10737,Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,0
10738,Chicken Hunter,DS,2007,Shooter,Phoenix Games,0.02,0,0,0,0.02,0
10739,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,0
10740,Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0.02,0,0.02,0
10741,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,0
10742,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02,0
10743,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02,0
10744,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,Dorart,0,0,0.02,0,0.02,0
10745,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02,0
10746,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,0
10747,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02,0
10748,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,0
10749,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,0
10750,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02,0
10751,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02,0
10752,Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02,0
10753,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,0
10754,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02,0
10755,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10756,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,0
10757,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02,0
10758,UFO: Trilogy,PC,2007,Strategy,Unknown,0,0.02,0,0,0.02,0
10759,Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,0
10760,Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02,0
10761,Vietcong,PC,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02,0
10762,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02,0
10763,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02,0
10764,Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02,0
10765,AIR,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02,0
10766,Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,0
10767,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02,0
10768,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,0
10769,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,0
10770,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,0
10771,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,0.02,0
10772,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,0.02,0
10773,Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02,0
10774,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,0
10775,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0,0,0.02,0,0.02,0
10776,Vitamin R,PSP,2013,Adventure,D3Publisher,0,0,0.02,0,0.02,0
10777,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,0
10778,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,0.01,0.01,0,0,0.02,0
10779,Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,0
10780,Puzzle City,DS,2009,Puzzle,Destineer,0.02,0,0,0,0.02,0
10781,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10782,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02,0
10783,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,0
10784,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02,0
10785,Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,0
10786,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,0
10787,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,0
10788,Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02,0
10789,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,0
10790,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02,0
10791,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02,0
10792,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10793,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,0
10794,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,0
10795,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,0
10796,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0,0.02,0
10797,PopCap Hits!,X360,2011,Misc,PopCap Games,0,0.02,0,0,0.02,0
10798,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,0,0.02,0
10799,Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0,0.02,0,0.01,0.02,0
10800,Sacred Gold,PC,2005,Role-Playing,Encore,0,0.02,0,0,0.02,0
10801,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,0.02,0,0.02,0
10802,Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0,0,0,0.02,0
10803,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,0
10804,Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0,0,0,0.02,0
10805,Ryu-koku,PS2,2006,Adventure,KID,0,0,0.02,0,0.02,0
10806,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,0.02,0,0.02,0
10807,Group S Challenge,XB,2003,Racing,Capcom,0.02,0,0,0,0.02,0
10808,GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02,0
10809,Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,0
10810,Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,0.02,0,0.02,0
10811,Kao Challengers,PSP,2005,Platform,Atari,0.02,0,0,0,0.02,0
10812,Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02,0
10813,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,0
10814,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02,0
10815,Canimal Triple,PSV,2014,Misc,Warner Bros. Interactive Entertainment,0,0.02,0,0,0.02,0
10816,Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,0
10817,Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,0.02,0,0.02,0
10818,Pebble Beach Golf Links,SAT,1994,Sports,Sega,0,0,0.02,0,0.02,0
10819,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,0
10820,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02,0
10821,Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02,0
10822,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,0
10823,Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0,0,0,0.02,0
10824,Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02,0
10825,Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02,0
10826,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02,0
10827,Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0,0.02,0
10828,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0,0,0.02,0,0.02,0
10829,Tale of a Hero,PC,2010,Adventure,Daedalic,0,0.02,0,0.01,0.02,0
10830,Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02,0
10831,So Blonde,PC,2008,Adventure,Eidos Interactive,0,0.02,0,0,0.02,0
10832,Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0,0,0,0.02,0
10833,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02,0
10834,Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10835,Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,0.02,0,0.02,0
10836,Genroh,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,0
10837,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,0
10838,Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,0.02,0
10839,Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02,0
10840,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02,0
10841,Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,0
10842,Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10843,Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,0
10844,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,0
10845,Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,0.02,0,0.02,0
10846,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10847,Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0,0,0.02,0,0.02,0
10848,Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,0,0,0.02,0,0.02,0
10849,Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02,0
10850,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,0
10851,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02,0
10852,Hoppie,DS,2011,Platform,Jack of All Games,0.02,0,0,0,0.02,0
10853,Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0,0.02,0,0,0.02,0
10854,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02,0
10855,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02,0
10856,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0,0.02,0
10857,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02,0
10858,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,0
10859,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02,0
10860,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,0
10861,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02,0
10862,Nisenochigiri,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10863,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0,0,0.02,0,0.02,0
10864,Livly Garden,DS,2010,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,0
10865,Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,0
10866,Last Escort,PS2,2006,Adventure,D3Publisher,0,0,0.02,0,0.02,0
10867,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02,0
10868,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02,0
10869,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02,0
10870,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,0
10871,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,0.02,0,0.02,0
10872,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,0.02,0,0.02,0
10873,Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10874,Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,0
10875,Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,0.02,0,0.02,0
10876,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,0
10877,Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,0
10878,World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,0.02,0,0,0,0.02,0
10879,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10880,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02,0
10881,Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0,0.02,0
10882,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0,0,0.02,0,0.02,0
10883,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,0
10884,Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,0
10885,Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10886,Guess the Logos,XB,2004,Puzzle,Sega,0.02,0,0,0,0.02,0
10887,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,0,0,0.02,0,0.02,0
10888,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,0
10889,Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02,0
10890,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,0
10891,Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01,0
10892,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,D3Publisher,0,0,0.01,0,0.01,0
10893,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01,0
10894,Routes PE,PS2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01,0
10895,Winning Eleven: Pro Evolution Soccer 2007,PC,2006,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,0
10896,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0,0.01,0,0,0.01,0
10897,Railfan,PS3,2006,Simulation,Ongakukan,0,0,0.01,0,0.01,0
10898,SoniPro,3DS,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01,0
10899,Chaos;Child,PS3,2015,Adventure,5pb,0,0,0.01,0,0.01,0
10900,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01,0
10901,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,0
10902,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,0
10903,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,0
10904,Time Leap,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01,0
10905,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,0
10906,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,0
10907,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01,0
10908,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0,0,0,0.01,0
10909,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,0
10910,"Element Girl: Love, Fashion and Friends",DS,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01,0
10911,Sega Rally Revo,PC,2007,Racing,Sega,0,0.01,0,0,0.01,0
10912,Tenchu San Portable,PSP,2009,Action,From Software,0,0,0.01,0,0.01,0
10913,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,0
10914,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0,0.01,0,0,0.01,0
10915,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01,0
10916,Vitamin X,PS2,2007,Adventure,D3Publisher,0,0,0.01,0,0.01,0
10917,Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment,0.01,0,0,0,0.01,0
10918,Memories Off,PSP,2008,Adventure,5pb,0,0,0.01,0,0.01,0
10919,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01,0
10920,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0,0,0.01,0,0.01,0
10921,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,0.01,0
10922,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01,0
10923,Razor Freestyle Scooter,GBA,2001,Sports,Ubisoft,0.01,0,0,0,0.01,0
10924,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01,0
10925,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,0
